_id,id,gen,edad,ocup,cp,len_cp
ObjectId("5df8c466c17bff0219cfa25f"),2683,M,35,7,60188,5
ObjectId("5df8c466c17bff0219cfa260"),2684,F,18,0,19143,5
ObjectId("5df8c466c17bff0219cfa261"),2685,M,45,7,02116,5
ObjectId("5df8c466c17bff0219cfa262"),2686,M,25,0,85283,5
ObjectId("5df8c466c17bff0219cfa263"),2687,M,1,10,08805,5
ObjectId("5df8c466c17bff0219cfa264"),2688,M,25,17,54915,5
ObjectId("5df8c466c17bff0219cfa265"),2689,M,25,12,27511,5
ObjectId("5df8c466c17bff0219cfa266"),2690,M,25,7,24210,5
ObjectId("5df8c466c17bff0219cfa267"),2691,M,18,4,06459,5
ObjectId("5df8c466c17bff0219cfa268"),2692,F,18,4,14620,5
ObjectId("5df8c466c17bff0219cfa269"),2693,M,56,13,72949,5
ObjectId("5df8c466c17bff0219cfa26a"),2694,M,18,4,90024,5
ObjectId("5df8c466c17bff0219cfa26b"),2695,M,35,11,46033,5
ObjectId("5df8c466c17bff0219cfa26c"),2696,M,25,7,24210,5
ObjectId("5df8c466c17bff0219cfa26d"),2697,F,50,17,87031,5
ObjectId("5df8c466c17bff0219cfa26e"),2698,F,25,2,10028,5
ObjectId("5df8c466c17bff0219cfa26f"),2699,F,56,13,74128,5
ObjectId("5df8c466c17bff0219cfa270"),2700,M,25,7,30117,5
ObjectId("5df8c466c17bff0219cfa271"),2701,M,45,1,60115,5
ObjectId("5df8c466c17bff0219cfa272"),2702,M,45,6,65201,5
ObjectId("5df8c466c17bff0219cfa273"),2703,M,35,11,52803,5
ObjectId("5df8c466c17bff0219cfa274"),2704,M,56,13,72764,5
ObjectId("5df8c466c17bff0219cfa275"),2705,M,25,1,27713,5
ObjectId("5df8c466c17bff0219cfa276"),2706,F,25,1,27713,5
ObjectId("5df8c466c17bff0219cfa277"),2707,M,56,13,24060,5
ObjectId("5df8c466c17bff0219cfa278"),2708,M,25,7,44115,5
ObjectId("5df8c466c17bff0219cfa279"),2709,F,25,0,60660,5
ObjectId("5df8c466c17bff0219cfa27a"),2710,M,35,17,94303,5
ObjectId("5df8c466c17bff0219cfa27b"),2711,F,25,4,01075,5
ObjectId("5df8c466c17bff0219cfa27c"),2712,F,18,19,33953,5
ObjectId("5df8c466c17bff0219cfa27d"),2713,M,25,7,96811,5
ObjectId("5df8c466c17bff0219cfa27e"),2714,M,18,4,96815,5
ObjectId("5df8c466c17bff0219cfa27f"),2715,F,50,4,96822,5
ObjectId("5df8c466c17bff0219cfa280"),2716,F,50,4,96825,5
ObjectId("5df8c466c17bff0219cfa281"),2717,M,25,4,96826,5
ObjectId("5df8c466c17bff0219cfa282"),2718,F,25,4,96817,5
ObjectId("5df8c466c17bff0219cfa283"),2719,M,25,12,98100,5
ObjectId("5df8c466c17bff0219cfa284"),2720,M,35,0,20795,5
ObjectId("5df8c466c17bff0219cfa285"),2721,M,45,14,19382,5
ObjectId("5df8c466c17bff0219cfa286"),2722,M,35,7,22043,5
ObjectId("5df8c466c17bff0219cfa287"),2723,F,25,9,28147,5
ObjectId("5df8c466c17bff0219cfa288"),2724,F,45,2,27514,5
ObjectId("5df8c466c17bff0219cfa289"),2725,M,35,7,30071,5
ObjectId("5df8c466c17bff0219cfa28a"),2726,M,45,11,02155,5
ObjectId("5df8c466c17bff0219cfa28b"),2727,M,25,11,60603,5
ObjectId("5df8c466c17bff0219cfa28c"),2728,M,35,12,27614,5
ObjectId("5df8c466c17bff0219cfa28d"),2729,M,50,7,17402,5
ObjectId("5df8c466c17bff0219cfa28e"),2730,M,35,11,48640,5
ObjectId("5df8c466c17bff0219cfa28f"),2731,M,35,7,11050,5
ObjectId("5df8c466c17bff0219cfa290"),2732,M,45,17,92805,5
ObjectId("5df8c466c17bff0219cfa291"),2733,M,45,17,94002,5
ObjectId("5df8c466c17bff0219cfa292"),2734,F,18,4,02912,5
ObjectId("5df8c466c17bff0219cfa293"),2735,M,25,7,22903,5
ObjectId("5df8c466c17bff0219cfa294"),2736,M,45,12,80303,5
ObjectId("5df8c466c17bff0219cfa295"),2737,M,25,3,50311,5
ObjectId("5df8c466c17bff0219cfa296"),2738,F,50,2,22181,5
ObjectId("5df8c466c17bff0219cfa297"),2739,F,35,7,92316,5
ObjectId("5df8c466c17bff0219cfa298"),2740,M,45,17,22181,5
ObjectId("5df8c466c17bff0219cfa299"),2741,M,25,14,60614,5
ObjectId("5df8c466c17bff0219cfa29a"),2742,M,25,17,36092,5
ObjectId("5df8c466c17bff0219cfa29b"),2743,M,25,14,72601,5
ObjectId("5df8c466c17bff0219cfa29c"),2744,M,18,17,53818,5
ObjectId("5df8c466c17bff0219cfa29d"),2745,F,35,1,30345,5
ObjectId("5df8c466c17bff0219cfa29f"),2747,F,18,4,90025,5
ObjectId("5df8c466c17bff0219cfa2a0"),2748,M,25,4,85719,5
ObjectId("5df8c466c17bff0219cfa2a1"),2749,M,25,12,10025,5
ObjectId("5df8c466c17bff0219cfa2a2"),2750,F,25,15,91360,5
ObjectId("5df8c466c17bff0219cfa2a3"),2751,F,25,16,28120,5
ObjectId("5df8c466c17bff0219cfa2a4"),2752,M,25,15,77006,5
ObjectId("5df8c466c17bff0219cfa2a5"),2753,F,50,20,27516,5
ObjectId("5df8c466c17bff0219cfa2a6"),2754,M,50,12,60148,5
ObjectId("5df8c466c17bff0219cfa2a7"),2755,M,35,7,29631,5
ObjectId("5df8c466c17bff0219cfa2a8"),2756,M,18,4,97331,5
ObjectId("5df8c466c17bff0219cfa2a9"),2757,M,25,2,10023,5
ObjectId("5df8c466c17bff0219cfa2aa"),2758,M,56,8,12436,5
ObjectId("5df8c466c17bff0219cfa2ab"),2759,M,25,7,36102,5
ObjectId("5df8c466c17bff0219cfa2ac"),2760,M,56,0,01886,5
ObjectId("5df8c466c17bff0219cfa2ad"),2761,M,35,6,80917,5
ObjectId("5df8c466c17bff0219cfa2ae"),2762,M,50,16,63131,5
ObjectId("5df8c466c17bff0219cfa2af"),2763,F,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa2b0"),2764,M,25,7,91403,5
ObjectId("5df8c466c17bff0219cfa2b1"),2765,M,50,7,02420,5
ObjectId("5df8c466c17bff0219cfa2b2"),2766,M,45,7,55016,5
ObjectId("5df8c466c17bff0219cfa2b3"),2767,M,25,0,99163,5
ObjectId("5df8c466c17bff0219cfa2b4"),2768,M,25,17,90210,5
ObjectId("5df8c466c17bff0219cfa2b5"),2769,M,25,7,20170,5
ObjectId("5df8c466c17bff0219cfa2b6"),2770,M,35,1,14260,5
ObjectId("5df8c466c17bff0219cfa2b7"),2771,M,18,1,92037,5
ObjectId("5df8c466c17bff0219cfa2b8"),2772,M,35,17,10025,5
ObjectId("5df8c466c17bff0219cfa2b9"),2773,M,35,2,78766,5
ObjectId("5df8c466c17bff0219cfa2ba"),2774,M,25,1,92103,5
ObjectId("5df8c466c17bff0219cfa2bb"),2775,F,18,4,90038,5
ObjectId("5df8c466c17bff0219cfa2bc"),2776,M,25,14,22205,5
ObjectId("5df8c466c17bff0219cfa2bd"),2777,M,18,4,95326,5
ObjectId("5df8c466c17bff0219cfa2be"),2778,M,56,13,94025,5
ObjectId("5df8c466c17bff0219cfa2bf"),2779,M,35,7,10040,5
ObjectId("5df8c466c17bff0219cfa2c0"),2780,M,25,17,94133,5
ObjectId("5df8c466c17bff0219cfa2c1"),2781,M,35,4,45205,5
ObjectId("5df8c466c17bff0219cfa2c2"),2782,F,18,4,48858,5
ObjectId("5df8c466c17bff0219cfa2c3"),2783,M,45,17,78750,5
ObjectId("5df8c466c17bff0219cfa2c4"),2784,M,50,20,20007,5
ObjectId("5df8c466c17bff0219cfa2c5"),2785,M,56,13,29928,5
ObjectId("5df8c466c17bff0219cfa2c6"),2786,M,25,4,60201,5
ObjectId("5df8c466c17bff0219cfa2c7"),2787,M,25,4,60614,5
ObjectId("5df8c466c17bff0219cfa2c8"),2788,M,56,1,90049,5
ObjectId("5df8c466c17bff0219cfa2c9"),2789,M,18,4,90025,5
ObjectId("5df8c466c17bff0219cfa2ca"),2790,M,25,20,85013,5
ObjectId("5df8c466c17bff0219cfa2cb"),2791,M,56,7,10023,5
ObjectId("5df8c466c17bff0219cfa2cc"),2792,M,18,4,02452,5
ObjectId("5df8c466c17bff0219cfa2cd"),2793,M,35,7,70116,5
ObjectId("5df8c466c17bff0219cfa2ce"),2794,M,25,2,20036,5
ObjectId("5df8c466c17bff0219cfa2cf"),2795,M,50,13,33710,5
ObjectId("5df8c466c17bff0219cfa2d0"),2796,M,25,14,92104,5
ObjectId("5df8c466c17bff0219cfa2d1"),2797,F,25,7,94043,5
ObjectId("5df8c466c17bff0219cfa2d2"),2798,M,35,20,10038,5
ObjectId("5df8c466c17bff0219cfa2d3"),2799,M,18,0,55404,5
ObjectId("5df8c466c17bff0219cfa2d4"),2800,F,18,4,73070,5
ObjectId("5df8c466c17bff0219cfa2d5"),2801,F,25,3,12866,5
ObjectId("5df8c466c17bff0219cfa2d6"),2802,M,35,20,10036,5
ObjectId("5df8c466c17bff0219cfa2d7"),2803,M,25,7,94022,5
ObjectId("5df8c466c17bff0219cfa2d8"),2804,F,35,0,46234,5
ObjectId("5df8c466c17bff0219cfa2d9"),2805,M,56,19,06040,5
ObjectId("5df8c466c17bff0219cfa2da"),2806,M,1,10,15208,5
ObjectId("5df8c466c17bff0219cfa2db"),2807,F,35,11,22043,5
ObjectId("5df8c466c17bff0219cfa2dc"),2808,M,56,16,60610,5
ObjectId("5df8c466c17bff0219cfa2dd"),2809,M,25,7,10016,5
ObjectId("5df8c466c17bff0219cfa2de"),2810,F,1,10,64093,5
ObjectId("5df8c466c17bff0219cfa2df"),2811,M,25,19,94122,5
ObjectId("5df8c466c17bff0219cfa2e0"),2812,M,25,17,60607,5
ObjectId("5df8c466c17bff0219cfa2e1"),2813,M,25,20,55406,5
ObjectId("5df8c466c17bff0219cfa2e2"),2814,M,35,7,02127,5
ObjectId("5df8c466c17bff0219cfa2e3"),2815,M,35,17,60477,5
ObjectId("5df8c466c17bff0219cfa2e4"),2816,M,25,7,60015,5
ObjectId("5df8c466c17bff0219cfa2e5"),2817,M,35,12,53130,5
ObjectId("5df8c466c17bff0219cfa2e6"),2818,M,25,12,55106,5
ObjectId("5df8c466c17bff0219cfa2e7"),2819,M,45,14,44122,5
ObjectId("5df8c466c17bff0219cfa2e8"),2820,F,35,0,02138,5
ObjectId("5df8c466c17bff0219cfa2e9"),2821,M,18,20,10036,5
ObjectId("5df8c466c17bff0219cfa2ea"),2822,M,50,7,10003,5
ObjectId("5df8c466c17bff0219cfa2eb"),2823,M,25,4,02452,5
ObjectId("5df8c466c17bff0219cfa2ec"),2824,M,18,4,02111,5
ObjectId("5df8c466c17bff0219cfa2ed"),2825,F,25,20,94014,5
ObjectId("5df8c466c17bff0219cfa2ee"),2826,M,35,12,10011,5
ObjectId("5df8c466c17bff0219cfa2ef"),2827,M,25,17,94063,5
ObjectId("5df8c466c17bff0219cfa2f0"),2828,M,18,4,02454,5
ObjectId("5df8c466c17bff0219cfa2f1"),2829,M,45,20,10013,5
ObjectId("5df8c466c17bff0219cfa2f2"),2830,M,35,7,94506,5
ObjectId("5df8c466c17bff0219cfa2f3"),2831,M,25,0,32225,5
ObjectId("5df8c466c17bff0219cfa2f4"),2832,M,25,17,20036,5
ObjectId("5df8c466c17bff0219cfa2f5"),2833,M,25,15,85003,5
ObjectId("5df8c466c17bff0219cfa2f6"),2834,M,35,1,33304,5
ObjectId("5df8c466c17bff0219cfa2f7"),2835,M,35,20,60622,5
ObjectId("5df8c466c17bff0219cfa2f8"),2836,M,25,12,07974,5
ObjectId("5df8c466c17bff0219cfa2f9"),2837,M,18,0,49506,5
ObjectId("5df8c466c17bff0219cfa2fa"),2838,M,18,1,95864,5
ObjectId("5df8c466c17bff0219cfa2fb"),2839,M,25,17,10003,5
ObjectId("5df8c466c17bff0219cfa2fc"),2840,M,25,0,60660,5
ObjectId("5df8c466c17bff0219cfa2fd"),2841,M,50,12,98056,5
ObjectId("5df8c466c17bff0219cfa2fe"),2842,M,35,17,30145,5
ObjectId("5df8c466c17bff0219cfa2ff"),2843,F,25,4,78705,5
ObjectId("5df8c466c17bff0219cfa300"),2844,M,25,20,87103,5
ObjectId("5df8c466c17bff0219cfa301"),2845,M,25,4,74074,5
ObjectId("5df8c466c17bff0219cfa302"),2846,F,18,4,91604,5
ObjectId("5df8c466c17bff0219cfa303"),2847,M,18,4,10027,5
ObjectId("5df8c466c17bff0219cfa304"),2848,M,25,0,47401,5
ObjectId("5df8c466c17bff0219cfa305"),2849,M,45,11,94114,5
ObjectId("5df8c466c17bff0219cfa306"),2850,M,18,20,94608,5
ObjectId("5df8c466c17bff0219cfa307"),2851,F,25,7,94107,5
ObjectId("5df8c466c17bff0219cfa308"),2852,M,25,12,98037,5
ObjectId("5df8c466c17bff0219cfa30a"),2854,F,18,4,64151,5
ObjectId("5df8c466c17bff0219cfa30b"),2855,M,25,4,94102,5
ObjectId("5df8c466c17bff0219cfa30c"),2856,M,35,11,22030,5
ObjectId("5df8c466c17bff0219cfa30d"),2857,M,25,0,10469,5
ObjectId("5df8c466c17bff0219cfa30e"),2858,F,1,10,72601,5
ObjectId("5df8c466c17bff0219cfa30f"),2859,M,18,1,95814,5
ObjectId("5df8c466c17bff0219cfa310"),2860,M,35,17,20009,5
ObjectId("5df8c466c17bff0219cfa311"),2861,M,25,15,06510,5
ObjectId("5df8c466c17bff0219cfa312"),2862,M,45,7,55066,5
ObjectId("5df8c466c17bff0219cfa313"),2863,F,25,2,27705,5
ObjectId("5df8c466c17bff0219cfa314"),2864,F,35,3,11725,5
ObjectId("5df8c466c17bff0219cfa315"),2865,F,25,6,21014,5
ObjectId("5df8c466c17bff0219cfa316"),2866,M,25,7,53717,5
ObjectId("5df8c466c17bff0219cfa317"),2867,M,45,17,15204,5
ObjectId("5df8c466c17bff0219cfa318"),2868,M,35,12,94025,5
ObjectId("5df8c466c17bff0219cfa319"),2869,M,50,17,07650,5
ObjectId("5df8c466c17bff0219cfa31a"),2870,M,50,18,95472,5
ObjectId("5df8c466c17bff0219cfa31b"),2871,F,25,14,98110,5
ObjectId("5df8c466c17bff0219cfa31c"),2872,M,25,20,94014,5
ObjectId("5df8c466c17bff0219cfa31d"),2873,F,18,4,64093,5
ObjectId("5df8c466c17bff0219cfa31e"),2874,F,35,20,20036,5
ObjectId("5df8c466c17bff0219cfa31f"),2875,M,25,2,10013,5
ObjectId("5df8c466c17bff0219cfa320"),2876,M,25,17,02149,5
ObjectId("5df8c466c17bff0219cfa321"),2877,M,35,1,80687,5
ObjectId("5df8c466c17bff0219cfa322"),2878,F,50,20,88005,5
ObjectId("5df8c466c17bff0219cfa323"),2879,M,18,4,60062,5
ObjectId("5df8c466c17bff0219cfa324"),2880,M,18,12,55405,5
ObjectId("5df8c466c17bff0219cfa325"),2881,F,25,12,77019,5
ObjectId("5df8c466c17bff0219cfa326"),2882,M,18,20,78759,5
ObjectId("5df8c466c17bff0219cfa327"),2883,M,18,20,30101,5
ObjectId("5df8c466c17bff0219cfa328"),2884,F,50,3,53222,5
ObjectId("5df8c466c17bff0219cfa329"),2885,F,18,1,80302,5
ObjectId("5df8c466c17bff0219cfa32a"),2886,M,18,4,60073,5
ObjectId("5df8c466c17bff0219cfa32b"),2887,M,25,3,66205,5
ObjectId("5df8c466c17bff0219cfa32c"),2888,M,25,14,55438,5
ObjectId("5df8c466c17bff0219cfa32d"),2889,M,35,3,55104,5
ObjectId("5df8c466c17bff0219cfa32e"),2890,M,35,7,90069,5
ObjectId("5df8c466c17bff0219cfa32f"),2891,F,18,4,66044,5
ObjectId("5df8c466c17bff0219cfa330"),2892,M,25,4,84064,5
ObjectId("5df8c466c17bff0219cfa331"),2893,M,25,1,94025,5
ObjectId("5df8c466c17bff0219cfa332"),2894,M,18,4,44130,5
ObjectId("5df8c466c17bff0219cfa333"),2895,M,25,11,07039,5
ObjectId("5df8c466c17bff0219cfa334"),2896,M,18,14,60073,5
ObjectId("5df8c466c17bff0219cfa335"),2897,M,25,5,97405,5
ObjectId("5df8c466c17bff0219cfa336"),2898,M,18,4,02453,5
ObjectId("5df8c466c17bff0219cfa337"),2899,M,35,14,94133,5
ObjectId("5df8c466c17bff0219cfa338"),2900,M,18,12,95120,5
ObjectId("5df8c466c17bff0219cfa339"),2901,M,25,17,78749,5
ObjectId("5df8c466c17bff0219cfa33a"),2902,M,25,12,98007,5
ObjectId("5df8c466c17bff0219cfa33b"),2903,M,25,16,20850,5
ObjectId("5df8c466c17bff0219cfa33c"),2904,M,25,4,16802,5
ObjectId("5df8c466c17bff0219cfa33d"),2905,M,35,17,55407,5
ObjectId("5df8c466c17bff0219cfa33e"),2906,M,35,19,55421,5
ObjectId("5df8c466c17bff0219cfa33f"),2907,F,35,5,12345,5
ObjectId("5df8c466c17bff0219cfa340"),2908,M,18,2,74403,5
ObjectId("5df8c466c17bff0219cfa341"),2909,M,25,7,43228,5
ObjectId("5df8c466c17bff0219cfa342"),2910,M,1,19,75602,5
ObjectId("5df8c466c17bff0219cfa343"),2911,F,25,4,55455,5
ObjectId("5df8c466c17bff0219cfa344"),2912,F,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa345"),2913,F,35,20,98119,5
ObjectId("5df8c466c17bff0219cfa346"),2914,M,25,4,92614,5
ObjectId("5df8c466c17bff0219cfa347"),2915,M,25,7,23423,5
ObjectId("5df8c466c17bff0219cfa348"),2916,M,45,2,98011,5
ObjectId("5df8c466c17bff0219cfa349"),2917,M,25,0,60201,5
ObjectId("5df8c466c17bff0219cfa34a"),2918,M,25,12,98112,5
ObjectId("5df8c466c17bff0219cfa34b"),2919,M,18,17,88076,5
ObjectId("5df8c466c17bff0219cfa34c"),2920,M,25,2,55116,5
ObjectId("5df8c466c17bff0219cfa34d"),2921,M,50,1,53221,5
ObjectId("5df8c466c17bff0219cfa34e"),2922,M,25,17,52402,5
ObjectId("5df8c466c17bff0219cfa34f"),2923,M,35,12,44256,5
ObjectId("5df8c466c17bff0219cfa350"),2924,F,18,4,94121,5
ObjectId("5df8c466c17bff0219cfa351"),2925,F,25,4,23454,5
ObjectId("5df8c466c17bff0219cfa352"),2926,F,18,2,55118,5
ObjectId("5df8c466c17bff0219cfa353"),2927,M,25,12,24060,5
ObjectId("5df8c466c17bff0219cfa354"),2928,M,25,2,90068,5
ObjectId("5df8c466c17bff0219cfa355"),2929,M,18,2,60614,5
ObjectId("5df8c466c17bff0219cfa356"),2930,M,50,17,45420,5
ObjectId("5df8c466c17bff0219cfa357"),2931,M,18,4,16803,5
ObjectId("5df8c466c17bff0219cfa358"),2932,M,25,12,55346,5
ObjectId("5df8c466c17bff0219cfa359"),2933,M,35,11,32082,5
ObjectId("5df8c466c17bff0219cfa35a"),2934,F,35,20,91324,5
ObjectId("5df8c466c17bff0219cfa35b"),2935,M,25,0,55126,5
ObjectId("5df8c466c17bff0219cfa35c"),2936,F,18,4,94122,5
ObjectId("5df8c466c17bff0219cfa35d"),2937,F,18,4,48103,5
ObjectId("5df8c466c17bff0219cfa35e"),2938,F,25,0,55345,5
ObjectId("5df8c466c17bff0219cfa35f"),2939,F,25,15,94901,5
ObjectId("5df8c466c17bff0219cfa360"),2940,M,25,0,02143,5
ObjectId("5df8c466c17bff0219cfa361"),2941,M,35,12,98033,5
ObjectId("5df8c466c17bff0219cfa362"),2942,F,50,1,93103,5
ObjectId("5df8c466c17bff0219cfa363"),2943,M,35,12,95864,5
ObjectId("5df8c466c17bff0219cfa364"),2944,F,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa365"),2945,F,35,17,89507,5
ObjectId("5df8c466c17bff0219cfa366"),2946,M,35,16,92630,5
ObjectId("5df8c466c17bff0219cfa367"),2947,F,25,0,02138,5
ObjectId("5df8c466c17bff0219cfa368"),2948,M,18,14,48185,5
ObjectId("5df8c466c17bff0219cfa369"),2949,M,25,17,98033,5
ObjectId("5df8c466c17bff0219cfa36a"),2950,M,18,0,72761,5
ObjectId("5df8c466c17bff0219cfa36b"),2951,F,35,14,94303,5
ObjectId("5df8c466c17bff0219cfa36c"),2952,M,25,4,06511,5
ObjectId("5df8c466c17bff0219cfa36d"),2953,M,25,20,23225,5
ObjectId("5df8c466c17bff0219cfa36e"),2954,M,18,2,11435,5
ObjectId("5df8c466c17bff0219cfa36f"),2955,M,35,14,92025,5
ObjectId("5df8c466c17bff0219cfa370"),2956,M,25,12,50265,5
ObjectId("5df8c466c17bff0219cfa371"),2957,M,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa372"),2958,M,25,7,91911,5
ObjectId("5df8c466c17bff0219cfa373"),2959,M,35,17,06074,5
ObjectId("5df8c466c17bff0219cfa374"),2960,M,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa375"),2961,M,50,17,91977,5
ObjectId("5df8c466c17bff0219cfa376"),2962,M,35,3,94109,5
ObjectId("5df8c466c17bff0219cfa377"),2963,F,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa378"),2964,M,25,17,07030,5
ObjectId("5df8c466c17bff0219cfa379"),2965,F,35,4,48103,5
ObjectId("5df8c466c17bff0219cfa37a"),2966,F,25,4,48104,5
ObjectId("5df8c466c17bff0219cfa37b"),2967,M,25,0,94110,5
ObjectId("5df8c466c17bff0219cfa37c"),2968,F,18,0,48104,5
ObjectId("5df8c466c17bff0219cfa37d"),2969,M,25,7,06851,5
ObjectId("5df8c466c17bff0219cfa37e"),2970,M,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa37f"),2971,M,25,4,48104,5
ObjectId("5df8c466c17bff0219cfa380"),2972,M,25,4,97330,5
ObjectId("5df8c466c17bff0219cfa381"),2973,F,18,4,48108,5
ObjectId("5df8c466c17bff0219cfa382"),2974,M,18,4,48105,5
ObjectId("5df8c466c17bff0219cfa383"),2975,M,35,11,20879,5
ObjectId("5df8c466c17bff0219cfa384"),2976,M,18,20,86001,5
ObjectId("5df8c466c17bff0219cfa385"),2977,F,18,4,48104,5
ObjectId("5df8c466c17bff0219cfa386"),2978,M,35,20,45236,5
ObjectId("5df8c466c17bff0219cfa387"),2979,M,35,2,45243,5
ObjectId("5df8c466c17bff0219cfa388"),2980,M,45,7,91766,5
ObjectId("5df8c466c17bff0219cfa389"),2981,M,45,6,52556,5
ObjectId("5df8c466c17bff0219cfa38a"),2982,M,25,4,54902,5
ObjectId("5df8c466c17bff0219cfa38b"),2983,M,18,4,97850,5
ObjectId("5df8c466c17bff0219cfa38c"),2984,M,25,4,48105,5
ObjectId("5df8c466c17bff0219cfa38d"),2985,M,18,4,97333,5
ObjectId("5df8c466c17bff0219cfa38e"),2986,M,25,4,24060,5
ObjectId("5df8c466c17bff0219cfa38f"),2987,M,18,4,15213,5
ObjectId("5df8c466c17bff0219cfa390"),2988,F,18,6,92122,5
ObjectId("5df8c466c17bff0219cfa391"),2989,M,35,12,97330,5
ObjectId("5df8c466c17bff0219cfa392"),2990,M,35,12,45243,5
ObjectId("5df8c466c17bff0219cfa393"),2991,M,50,1,48105,5
ObjectId("5df8c466c17bff0219cfa394"),2992,M,18,4,14853,5
ObjectId("5df8c466c17bff0219cfa395"),2993,M,18,19,12133,5
ObjectId("5df8c466c17bff0219cfa396"),2994,M,35,5,95008,5
ObjectId("5df8c466c17bff0219cfa397"),2995,M,25,15,97333,5
ObjectId("5df8c466c17bff0219cfa398"),2996,M,18,0,63011,5
ObjectId("5df8c466c17bff0219cfa399"),2997,F,35,16,45238,5
ObjectId("5df8c466c17bff0219cfa39a"),2998,F,25,1,45241,5
ObjectId("5df8c466c17bff0219cfa39b"),2999,M,25,7,33813,5
ObjectId("5df8c466c17bff0219cfa39c"),3000,M,25,4,55408,5
ObjectId("5df8c466c17bff0219cfa39d"),3001,M,18,4,94704,5
ObjectId("5df8c466c17bff0219cfa39e"),3002,M,45,11,90028,5
ObjectId("5df8c466c17bff0219cfa39f"),3003,M,18,15,94606,5
ObjectId("5df8c466c17bff0219cfa3a0"),3004,F,18,4,02138,5
ObjectId("5df8c466c17bff0219cfa3a1"),3005,M,25,17,94133,5
ObjectId("5df8c466c17bff0219cfa3a2"),3006,M,18,4,45750,5
ObjectId("5df8c466c17bff0219cfa3a3"),3007,M,35,0,33174,5
ObjectId("5df8c466c17bff0219cfa3a4"),3008,M,18,4,94403,5
ObjectId("5df8c466c17bff0219cfa3a5"),3009,F,35,3,55112,5
ObjectId("5df8c466c17bff0219cfa3a6"),3010,M,25,12,78759,5
ObjectId("5df8c466c17bff0219cfa3a7"),3011,M,25,1,10003,5
ObjectId("5df8c466c17bff0219cfa3a8"),3012,M,25,12,78660,5
ObjectId("5df8c466c17bff0219cfa3a9"),3013,M,45,17,97124,5
ObjectId("5df8c466c17bff0219cfa3aa"),3014,M,35,7,06430,5
ObjectId("5df8c466c17bff0219cfa3ab"),3015,M,56,6,62707,5
ObjectId("5df8c466c17bff0219cfa3ac"),3016,M,18,12,78759,5
ObjectId("5df8c466c17bff0219cfa3ad"),3017,F,35,9,85255,5
ObjectId("5df8c466c17bff0219cfa3ae"),3018,M,35,0,45242,5
ObjectId("5df8c466c17bff0219cfa3af"),3019,M,50,12,97330,5
ObjectId("5df8c466c17bff0219cfa3b0"),3020,F,35,7,60302,5
ObjectId("5df8c466c17bff0219cfa3b1"),3021,F,45,15,78750,5
ObjectId("5df8c466c17bff0219cfa3b2"),3022,M,25,17,78730,5
ObjectId("5df8c466c17bff0219cfa3b3"),3023,F,25,7,92108,5
ObjectId("5df8c466c17bff0219cfa3b4"),3024,M,35,17,14302,5
ObjectId("5df8c466c17bff0219cfa3b5"),3025,F,35,0,90004,5
ObjectId("5df8c466c17bff0219cfa3b6"),3026,F,18,4,45750,5
ObjectId("5df8c466c17bff0219cfa3b7"),3027,M,18,4,85719,5
ObjectId("5df8c466c17bff0219cfa3b8"),3028,M,1,10,12701,5
ObjectId("5df8c466c17bff0219cfa3b9"),3029,M,18,4,92037,5
ObjectId("5df8c466c17bff0219cfa3ba"),3030,M,35,1,48103,5
ObjectId("5df8c466c17bff0219cfa3bb"),3031,M,18,4,48135,5
ObjectId("5df8c466c17bff0219cfa3bc"),3032,M,25,0,47303,5
ObjectId("5df8c466c17bff0219cfa3bd"),3033,M,18,4,02906,5
ObjectId("5df8c466c17bff0219cfa3be"),3034,F,18,1,33143,5
ObjectId("5df8c466c17bff0219cfa3bf"),3035,F,25,7,90230,5
ObjectId("5df8c466c17bff0219cfa3c0"),3036,M,56,13,14843,5
ObjectId("5df8c466c17bff0219cfa3c1"),3037,F,25,2,97333,5
ObjectId("5df8c466c17bff0219cfa3c2"),3038,F,35,2,97401,5
ObjectId("5df8c466c17bff0219cfa3c3"),3039,F,50,3,33611,5
ObjectId("5df8c466c17bff0219cfa3c4"),3040,M,25,8,22046,5
ObjectId("5df8c466c17bff0219cfa3c5"),3041,M,25,4,97333,5
ObjectId("5df8c466c17bff0219cfa3c6"),3042,M,56,1,49042,5
ObjectId("5df8c466c17bff0219cfa3c7"),3043,M,18,2,90069,5
ObjectId("5df8c466c17bff0219cfa3c8"),3044,M,35,16,77301,5
ObjectId("5df8c466c17bff0219cfa3c9"),3045,M,45,1,90631,5
ObjectId("5df8c466c17bff0219cfa3ca"),3046,M,1,4,46311,5
ObjectId("5df8c466c17bff0219cfa3cb"),3047,F,25,4,94117,5
ObjectId("5df8c466c17bff0219cfa3cc"),3048,M,18,2,02066,5
ObjectId("5df8c466c17bff0219cfa3cd"),3049,F,50,0,02421,5
ObjectId("5df8c466c17bff0219cfa3ce"),3050,M,35,12,94025,5
ObjectId("5df8c466c17bff0219cfa3cf"),3051,M,18,17,94063,5
